"id","report","language","term","definition","did","pid","is_translation_available","is_translation_fetched","fetch_status","source_endpoint","downloaded_at"
"179","AR6","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"179","AR6","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1790","SRREN","en","District heating","Hot water (steam in old systems) is distributed from central stations to buildings and industries in a densely occupied area (a district, a city or an industrialized area). The insulated two-pipe network functions like a water-based central heating system in a building. The central heat sources can be waste heat recovery from industrial processes, waste incineration plants, geothermal sources, cogeneration power plants or stand-alone boilers burning fossil fuels or biomass. More and more DH systems also provide cooling via cold water or slurries (district heating and cooling - DHC).",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1790","SRREN","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1790","SRREN","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1790","SRREN","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1790","SRREN","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1790","SRREN","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1792","SRREN","en","Drivers","In a policy context, drivers provide an impetus and direction for initiating and supporting policy actions. The deployment of renewable energy is, for example, driven by concerns about climate change or energy security. In a more general sense, a driver is the leverage to bring about a reaction, for example, emissions are caused by fossil fuel consumption and/or economic growth.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1792","SRREN","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1792","SRREN","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1792","SRREN","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1792","SRREN","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1792","SRREN","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1794","SRREN","en","Economies of scale","The unit cost of an activity declines when the activity is extended, for example, more units are produced.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1794","SRREN","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1794","SRREN","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1794","SRREN","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1794","SRREN","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1794","SRREN","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1796","SRREN","en","Electricity","The flow of passing charge through a conductor, driven by a difference in voltage between the ends of the conductor. Electrical power is generated by work from heat in a gas or steam turbine or from wind, oceans or falling water, or produced directly from sunlight using a photovoltaic device or chemically in a fuel cell. Being a current, electricity cannot be stored and requires wires and cables for its transmission (see grid). Because electric current flows immediately, the demand for electricity must be matched by production in real time.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1796","SRREN","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1796","SRREN","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1796","SRREN","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1796","SRREN","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1796","SRREN","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1798","SRREN","en","Emission factor","An emission factor is the rate of emission per unit of activity, output or input.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1798","SRREN","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1798","SRREN","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1798","SRREN","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1798","SRREN","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1798","SRREN","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1800","AR5-WG3","en","Emissions","",NA,NA,"TRUE","FALSE","english_detail_missing","ajax.searchbyphraseandreport.php","2026-03-31"
"1800","AR5-WG3","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1800","AR5-WG3","es","Emisiones","Emisiones agrícolas (agricultural emissions): Emisiones asociadas a los sistemas agrícolas, principalmente de metano (CH4) u óxido nitroso (N2O). Comprenden las emisiones procedentes de la fermentación entérica del ganado doméstico, del manejo de estiércol, del cultivo de arroz, de la quema prescrita de sabanas y praderas, y de los suelos (IPCC, 2006).

Emisiones antropógenas (anthropogenic emissions): Emisiones de gases de efecto invernadero (GEI), aerosoles y precursores de GEI o de aerosoles causadas por actividades humanas. Esas actividades incluyen la combustión de combustibles fósiles, la deforestación, los cambios de uso del suelo, la producción ganadera, la fertilización, la gestión de desechos y los procesos industriales.

Emisiones directas (direct emissions): Emisiones que se derivan físicamente de actividades dentro de límites bien definidos de, por ejemplo, una región, un sector económico, una empresa o un proceso.

Emisiones incorporadas (embodied emissions): Emisiones que se derivan de la producción y distribución de un bien o servicio o la construcción de infraestructura. En función de los límites elegidos para los sistemas, las emisiones, a menudo también se incluyen las emisiones iniciales (p. ej., las emisiones resultantes de la extracción de materias primas). Véase también Análisis del ciclo de vida.

Emisiones indirectas (indirect emissions): Emisiones que son consecuencia de las actividades que se realizan dentro de límites bien definidos, por ejemplo, una región, un sector económico, una empresa o un proceso, pero ocurren fuera de los límites especificados. Por ejemplo, las emisiones se califican de indirectas si se derivan del uso de calor pero físicamente tienen lugar fuera de los límites del usuario del calor, o bien se derivan de la producción de electricidad pero físicamente tienen lugar fuera de los límites del sector de suministro de energía.

Emisiones de Alcance 1, Alcance 2 y Alcance 3 (Scope 1, Scope 2, and Scope 3 emissions): Responsabilidad por las emisiones según se define en el Protocolo GEI, una iniciativa del sector privado. ‘Alcance 1’ indica emisiones directas de gases de efecto invernadero (GEI) que provienen de fuentes pertenecientes o controladas por la entidad informante. ‘Alcance 2’ indica emisiones indirectas de GEI asociadas a la producción de electricidad, calor o vapor comprados por la entidad informante. ‘Alcance 3’ indica las demás emisiones indirectas, es decir, emisiones asociadas a la extracción y producción de materiales, combustibles y servicios comprados, incluido el transporte en vehículos no pertenecientes o controlados por la entidad informante, las actividades subcontratadas, la eliminación de desechos, etc. (WBCSD y WRI, 2004).

Emisiones territoriales (territorial emissions): Emisiones que tienen lugar dentro del territorio de una jurisdicción particular.","4294","1800","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1800","AR5-WG3","fr","Émissions","Émissions agricoles (Agricultural emissions): Émissions associées aux systèmes agricoles – principalement de méthane (CH4) ou d’oxyde nitreux (N2O). Il s’agit notamment des émissions dues à la fermentation entérique chez les animaux constituant le bétail, à la gestion du fumier, à la riziculture et au brûlage dirigé des savanes et prairies, ainsi que des émissions des sols (GIEC, 2006).

Émissions anthropiques (Anthropogenic emissions): Émissions de gaz à effet de serre (GES), d’aérosols et de précurseurs de gaz à effet de serre ou d’aérosols dues aux activités humaines. Au nombre de ces activités figurent l’utilisation de combustibles fossiles, le déboisement, les changements d’affectation des terres, la production animale, la fertilisation, la gestion des déchets et les processus industriels.

Émissions des champs d’application 1, 2 et 3 (Scope 1, Scope 2, and Scope 3 emissions): Responsabilité des émissions telle qu’elle est définie par le Protocole des GES (une initiative du secteur privé). Le «champ d’application 1» correspond aux émissions de gaz à effet de serre (GES) directes provenant de sources détenues et contrôlées par l’entité qui établit le rapport. Le «champ d’application 2» correspond aux émissions de GES indirectes associées à la production d’électricité, de chaleur ou de vapeur achetée par l’entité qui établit le rapport. Le «champ d’application 3» correspond à toutes les autres émissions indirectes, à savoir les émissions associées à l’extraction et à la fabrication des matières et des carburants et à la production des services achetés, y compris le transport par des véhicules n’appartenant pas ou n’étant pas contrôlés par l’entité qui établit le rapport, les activités externalisées, l’élimination des déchets, etc. (WBCSD et WRI, 2004).

Émissions directes (Direct emissions): Émissions résultant physiquement d’activités se situant dans des périmètres bien définis, ou par exemple émanant d’une région, d’un secteur économique, d’une entreprise ou d’un processus.

Émissions indirectes (Indirect emissions) : Émissions étant la conséquence d’activités se situant dans des périmètres bien définis, ou par exemple émanant d’une région, d’un secteur économique, d’une entreprise ou d’un processus, mais qui se produisent en dehors de ces périmètres. Des émissions sont dites indirectes par exemple lorsqu’elles se rapportent à l’utilisation d’énergie thermique, mais qu’elles se produisent physiquement en dehors de la zone où se situe l’utilisateur de cette énergie, ou encore à la production d’électricité, mais qu’elles se produisent physiquement en dehors du secteur de l’approvisionnement en électricité.

Émissions intrinsèques (Embodied emissions): Émissions résultant de la fabrication et de la livraison d’un bien ou d’un service ou de la construction d’une infrastructure. Un système comprendra souvent les émissions en amont (les émissions associées à l’extraction des matières premières, par exemple), et ce, en fonction des bornes qui lui sont fixées. Voir aussi Analyse du cycle de vie (ACV).

Émissions territoriales (Territorial emissions): Émissions émanant d’un territoire relevant d’une autorité distincte.","4294","1800","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1800","AR5-WG3","ru","Выбросы","-- Сельскохозяйственные выбросы -- 
Выбросы, связанные с сельскохозяйственными системами – главным образом метана (CH4) или закиси азота (N2O). Они включают выбросы в результате энтеральной ферментации домашнего скота; уборки, хранения и использования навоза; производства риса; управляемого пала саванн и пастбищных угодий, а также выбросы из почв ((МГЭИК, 2006 г.).

-- Антропогенные выбросы -- 
Выбросы парниковых газов (ПГ), аэрозолей и прекурсоров ПГ или аэрозоля, вызванные деятельностью человека. Эта деятельность включает сжигание ископаемых видов топлива, обезлесение, изменения в землепользовании (ИЗ), животноводство, внесение удобрений, обработку отходов и промышленные процессы.

-- Прямые выбросы -- 
Выбросы, которые физически возникают в результате деятельности в рамках четко определенных границ или, например, региона, экономического сектора, компании или процесса.

-- Овеществленные выбросы --
Выбросы, возникающие в результате производства определенного продукта и предоставления товара или услуг или создания инфраструктуры. В зависимости от избранных границ системы часто учитываются выбросы на начальных звеньях технологической цепочки (т.е. выбросы, возникающие в результате добычи сырья). См. также Оценка жизненного цикла (ОЖЦ).

-- Косвенные выбросы --
Выбросы, которые являются следствием деятельности в рамках четко определенных границ или, например, региона, экономического сектора, компании или процесса, но которые происходят за пределами установленных границ. Например, выбросы считаются косвенными, если они связаны с использованием тепла, но физически возникают за пределами границ пользователя тепла или производства электроэнергии, но при этом физически возникают за пределами границ сектора энергоснабжения.
 
-- Выбросы со сферой охвата 1, сферой охвата 2 и сферой охвата 3 -- Ответственность за выбросы, определенная в Протоколе по ПГ, который является инициативой частного сектора. «Сфера охвата 1» указывает прямые выбросы парниковых газов (ПГ), которые выбрасываются из источников, принадлежащих отчитывающемуся субъекту или контролируемых им. «Сфера охвата 2» показывает косвенные выбросы ПГ, связанные с производством электроэнергии, тепла или пара, закупаемых отчитывающимся субъектом. «Сфера охвата 3» показывает все другие косвенные выбросы, т.е. выбросы, связанные с добычей и производством закупаемых материалов, горючего и услуг, включая перевозку на транспортных средствах, не принадлежащих отчитывающемуся субъекту или неконтролируемых им, деятельность внешних подрядчиков, удаление отходов и т. д. (WBCSD and WRI, 2004).

-- Территориальные выбросы -- 
Выбросы, которые имеют место в пределах территорий конкретной юрисдикции.","4294","1800","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1800","AR5-WG3","zh","排放","农业排放(Agricultural emissions)：
与农业系统有关的排放–主要是甲烷(CH4)或氧化亚氮(N2O)。这些排放包 括家畜肠内发酵、粪便管理、水稻种植、划定的热带稀树草原和其它草原的焚烧以及土壤产生的排放(IPCC，200 6)。

人为排放(Anthropogenic emissions)：
人类活动引起的各种温室气体、气溶胶，以及温室气体或气溶胶的前体物的排放。这些活动包括各类化石燃料的燃烧、毁林、土地利用变化、畜牧业生产、化肥施用、污水管理，以及工业流程等。

直接排放(Direct emissions)：
直接排放是在定义明确的边界内各种活动产生的物理排放，或例如在某一区域、经济部门、公司或流程内产生的排放。

隐含排放(Embodied emissions)：
某一产品或服务的生产和提供、或基础设施的建设产生的排放。依据所选的系统边界，通常包括上游排放(例如原材料提取产生的排放)。另见生命周期评估(LCA)。

间接排放(Indirect emissions)：
间接排放是在定义明确的范围内，如某个区域、经济部门、公司或流程的边界内各种活动的后果，但排放是在规定的边界之外产生的排放。例如如果排放与热量利用有关，但物理排放却发生在热量用户的边界之外，或者排放与发电有关，但物理排放却发生在供电行业的边界之外，那么这些排放可描述为间接排放。

范围一、范围二和范围三排放(Sc ope 1,Scope 2 , and Scope 3 emissions)：
按温室气体核算体系确定的排放责任，这是由私营部门发起的一项倡议。‘范围一’排放表示产生自报告实体拥有或控制的排放源的直接温室气体(GHG)排放。‘范围二’排放表示与该报告实体购买的发电、产生热或蒸汽有关的间接GHG排放。‘范围三’排放是所有其它间接排放，即与开采和生产采购的原料、燃料和服务有关的排放，其中包括报告实体非拥有或控制的车辆运输、外包活动、污水处理等(WBCSD和WRI, 2004年)。

境内排放(Territorial emissions)：
在具有某一特定管辖权领土内产生的排放。","4294","1800","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1800","SRREN","en","Emissions","Direct emissions are released and attributed at points in a specific renewable energy chain, whether a sector, a technology or an activity. For example, methane emissions from decomposing submerged organic materials in hydropower reservoirs, or the release of CO2 dissolved in hot water from geothermal plants, or CO2 from biomass combustion. Indirect emissions are due to activities outside the considered renewable energy chain but which are required to realize the renewable energy deployment. For example, emissions from increased production of fertilizers used in the cultivation of biofuel crops or emissions from displaced crop production or deforestation as the result of biofuel crops. Avoided emissions are emission reductions arising from mitigation measures like renewable energy deployment.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1800","SRREN","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1800","SRREN","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1800","SRREN","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1800","SRREN","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1800","SRREN","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1802","AR5-WG3","en","Energy","The power of 'doing work' possessed at any instant by a body or system of bodies. Energy is classified in a variety of types and becomes available to human ends when it flows from one place to another or is converted from one type into another.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1802","AR5-WG3","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1802","AR5-WG3","es","Energía","Capacidad de ‘realizar un trabajo’ que posee en cualquier momento un cuerpo o un sistema de cuerpos. La energía se clasifica en diferentes tipos y resulta útil para el hombre cuando fluye de un lugar a otro o se transforma de un tipo de energía a otro.

Energía incorporada (embodied energy): Energía que se utiliza para producir una sustancia o producto material (como los metales procesados o los materiales de construcción), teniendo en cuenta la energía utilizada en la instalación de producción, la energía utilizada para producir los materiales que se emplean en la instalación de producción, y así sucesivamente.

Energía final (final energy): Véase Energía primaria.

Energía primaria (primary energy): La energía primaria (o fuentes de energía) es la energía almacenada en los recursos naturales (p. ej., carbón, petróleo crudo, gas natural, uranio o fuentes de energía renovables). Se define de varias formas distintas. El Organismo Internacional de Energía utiliza el método del contenido físico de energía, según el cual se define la energía primaria como aquella que no ha sido objeto de ninguna conversión antropógena. El método utilizado en el presente informe es el método directo equivalente (véase el anexo II.4), que considera una unidad de energía secundaria suministrada por fuentes no combustibles como una unidad de energía primaria, pero considera la energía de combustión como el potencial de energía que contienen los combustibles antes de su tratamiento o combustión. La energía primaria se transforma en energía secundaria mediante la depuración (gas natural), el refinado (del petróleo bruto en productos petrolíferos) o la conversión en electricidad o calor. Cuando la energía secundaria se suministra a las instalaciones de uso final se denomina energía final (p. ej., la electricidad que proporciona una toma de corriente de la pared), al convertirse en energía utilizable para suministrar servicios energéticos (p. ej., la luz).

Energía renovable (renewable energy): Cualquier forma de energía de origen solar, geofísico o biológico que se renueva mediante procesos naturales a un ritmo igual o superior a su tasa de utilización. Para una descripción más detallada, véanse Bioenergía, Energía solar, Energía hidroeléctrica, Energía oceánica, Energía geotérmica y Energía eólica.

Energía secundaria (secondary energy): Véase Energía primaria.","4314","1802","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1802","AR5-WG3","fr","Énergie","Faculté d’un corps ou d’un système à produire un travail à n’importe quel instant. L’énergie se classe en différentes catégories et devient utile à l’homme lorsqu’elle circule d’un point à un autre ou qu’elle est convertie d’une catégorie en une autre.

Énergie finale (Final energy): Voir Énergie primaire.

Énergie intrinsèque (Embodied energy): L’énergie intrinsèque est l’énergie utilisée pour produire une substance ou un produit (métal industriel ou matériau de construction), compte tenu de l’énergie utilisée dans l’unité de production, de l’énergie utilisée pour produire des matières qui sont utilisées dans l’unité de production et ainsi de suite.
 
Énergie primaire (Primary energy): L’énergie primaire (on parle également de sources d’énergie) est l’énergie présente dans les ressources naturelles (charbon, pétrole brut, gaz naturel, uranium, sources renouvelables, etc.). Il en existe plusieurs définitions. L’Agence internationale de l’énergie (AIE) emploie la méthode du contenu énergétique physique, qui définit l’énergie primaire comme l’énergie n’ayant encore fait l’objet d’aucune conversion anthropique. La méthode utilisée dans le présent rapport est la méthode d’équivalence directe (voir l’annexe II.4), qui assimile une unité d’énergie secondaire fournie par des sources non combustibles à une unité d’énergie primaire, mais considère l’énergie de combustion comme le potentiel énergétique contenu dans les combustibles avant traitement ou combustion. L’énergie primaire est transformée en énergie secondaire par purification (du gaz naturel), par raffinage (du pétrole brut en produits pétroliers) ou par conversion en électricité ou en chaleur. Lorsque l’énergie secondaire est fournie à des installations d’utilisation finale, elle est appelée énergie finale (par exemple l’électricité qui alimente une prise de courant) et se transforme en énergie utile en fournissant des services énergétiques (la lumière, par exemple).

Énergie renouvelable (Renewable energy): Toute forme d’énergie d’origine solaire, géophysique ou biologique qui se reconstitue par des processus naturels à un rythme égal ou supérieur à son taux d’utilisation. Pour une description plus détaillée, voir Bioénergie, Énergie solaire, Énergie hydraulique, Énergie marine, Énergie géothermique et Énergie éolienne.

Énergie secondaire (Secondary energy): Voir Énergie primaire.","4314","1802","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1802","AR5-WG3","ru","Энергия","Способность «совершать работу», которoй в любой момент обладает объект или система объектов. Энергия подразделяется на целый ряд видов и становится доступной для использования человеком, когда она передается из одного места в другое или преобразуется из одного вида в другой.

-- Овеществленная энергия -- 
Энергия, используемая для производства материального вещества или продукта (такого как обработанные металлы или строительные материалы), с учетом энергии, потребленной на промышленном предприятии, энергии, потребленной при производстве материалов, которые используются на промышленном предприятии, и т. д. Конечая энергия: См. Первичная энергия.

-- Первичная энергия --
Первичная энергия (ее также называют источниками энергии) – это энергия, заключенная в природных ресурсах (например, уголь, сырая нефть, природный газ, уран и возобновляемые источники энергии). Существует несколько альтернативных способов ее определения. Международное энергетическое агентство (МЭА) пользуется методом физического содержания энергии, который определяет первичную энергию как энергию, которая не подвергалась никакому антропогенному преобразованию. Метод, используемый в настоящем докладе, является методом прямого эквивалента (см. приложение II), который считает одну единицу вторичной энергии, полученную из негорючих источников, как одну единицу первичной энергии, однако он рассматривает энергию, полученную путем сжигания, в качестве энергетического потенциала, содержащегося в топливе до обработки или сжигания. Первичная энергия преобразуется во вторичную энергию путем очистки (природного газа), переработки (сырой нефти в нефтепродукты) или посредством преобразования в электричество или тепло. Когда вторичная энергия доставляется на объекты конечного пользования, ее называют конечной энергией (например, электричество в настенной розетке), где она становится полезной энергией для предоставления энергетического обслуживания (например свет).

-- Возобновляемые источники энергии (ВИЭ) --
Любая форма энергии из солнечных, геофизических или биологических источников, которая восполняется в результате естественных процессов темпами, которые равны или превосходят темпы ее использования. Более подробное описание см. Биоэнергия, Солнечная энергия, Гидроэлектроэнергия, Энергия океана, Геомермальная энергия и Ветровая энергия.

-- Вторичная энергия --
См. Первичная энергия.","4314","1802","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1802","AR5-WG3","zh","能量/源","单个物体或物系所时刻具有的‘做功’力量。能量/源可分为多种类型。当能量/源从一地流向另一地时，或从一种类型转化为另一种类型时，它就可以为人类所用。

隐含能源(Embodied energy)：
隐含能源是用于生产一种材料物质或一件产品(例如经加工的金属或建材)所消耗的能源，包括制造企业消耗的能源、制造企业在生产该材料时消耗的能源，以此类推。

最终能源(Final energy)：
见一次能源。

一次能源(Primary energy)：
一次能源( 英文亦成为energy sources)是指蕴藏在自然资源(例如煤、原油、天然气、铀和可再生能源)中的能源。它还有其它几种定义。国际能源署(IEA)采用物理能含量方法将一次能源定义为未经任何人为转化的能源。本报告使用直接当量法(见附录II.4)，将不可燃来源产生的二次能源的一个单位作为一次能源的一个单位来计算，但将燃烧能源作为处理或燃烧之前燃料中蕴藏的能源潜力对待。一次能源通过种种途径可转化为二次能源，如净化(天然气)、提炼(加工原油为成品油)或转化为电力或热力。当二次能源提供到终端用户设施使用时，它被称为最终能源(如壁装插座的电)，此时它成为在供能服务(如照明)中的可用能源。

可再生能源(Renewable energy)：
来自太阳、地球或生物资源的能源，形式多样。它通过自然过程以等于或大于 其使用速率得到补充。详见生物能、太阳能、水电、海洋能、地热能和风能。

二次能源(Secondary energy)：
见一次能源。","4314","1802","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1802","SRREN","en","Energy","The amount of work or heat delivered. Energy is classified in a variety of types and becomes available to human ends when it flows from one place to another or is converted from one type into another. Daily, the sun supplies large flows of radiation energy. Part of that energy is used directly, while part undergoes several conversions creating water evaporation, winds, etc. Some share is stored in biomass or rivers that can be harvested. Some share is directly usable such as daylight, ventilation or ambient heat.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1802","SRREN","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1802","SRREN","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1802","SRREN","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1802","SRREN","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1802","SRREN","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","AR5-WG3","en","Primary energy {↑ Energy}","Primary energy (also referred to as energy sources) is the energy stored in natural resources (e.g., coal, crude oil, natural gas, uranium, and renewable sources). It is defined in several alternative ways. The International Energy Agency (IEA) utilizes the physical energy content method, which defines primary energy as energy that has not undergone any anthropogenic conversion. The method used in this report is the direct equivalent method (see Annex II.4), which counts one unit of secondary energy provided from non-combustible sources as one unit of primary energy, but treats combustion energy as the energy potential contained in fuels prior to treatment or combustion. Primary energy is transformed into secondary energy by cleaning (natural gas), refining (crude oil to oil products) or by conversion into electricity or heat. When the secondary energy is delivered at the end-use facilities it is called final energy (e.g., electricity at the wall outlet), where it becomes usable energy in supplying energy services (e.g., light).",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","AR5-WG3","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","AR5-WG3","es","Energía primaria","La energía primaria (o fuentes de energía) es la energía almacenada en los recursos naturales (p. ej., carbón, petróleo crudo, gas natural, uranio o fuentes de energía renovables). Se define de varias formas distintas. El Organismo Internacional de Energía utiliza el método del contenido físico de energía, según el cual se define la energía primaria como aquella que no ha sido objeto de ninguna conversión antropógena. El método utilizado en el presente informe es el método directo equivalente (véase el anexo II.4), que considera una unidad de energía secundaria suministrada por fuentes no combustibles como una unidad de energía primaria, pero considera la energía de combustión como el potencial de energía que contienen los combustibles antes de su tratamiento o combustión. La energía primaria se transforma en energía secundaria mediante la depuración (gas natural), el refinado (del petróleo bruto en productos petrolíferos) o la conversión en electricidad o calor. Cuando la energía secundaria se suministra a las instalaciones de uso final se denomina energía final (p. ej., la electricidad que proporciona una toma de corriente de la pared), al convertirse en energía utilizable para suministrar servicios energéticos (p. ej., la luz).","4320","1804","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1804","AR5-WG3","fr","Énergie primaire","L’énergie primaire (on parle également de sources d’énergie) est l’énergie présente dans les ressources naturelles (charbon, pétrole brut, gaz naturel, uranium, sources renouvelables, etc.). Il en existe plusieurs définitions. L’Agence internationale de l’énergie (AIE) emploie la méthode du contenu énergétique physique, qui définit l’énergie primaire comme l’énergie n’ayant encore fait l’objet d’aucune conversion anthropique. La méthode utilisée dans le présent rapport est la méthode d’équivalence directe (voir l’annexe II.4), qui assimile une unité d’énergie secondaire fournie par des sources non combustibles à une unité d’énergie primaire, mais considère l’énergie de combustion comme le potentiel énergétique contenu dans les combustibles avant traitement ou combustion. L’énergie primaire est transformée en énergie secondaire par purification (du gaz naturel), par raffinage (du pétrole brut en produits pétroliers) ou par conversion en électricité ou en chaleur. Lorsque l’énergie secondaire est fournie à des installations d’utilisation finale, elle est appelée énergie finale (par exemple l’électricité qui alimente une prise de courant) et se transforme en énergie utile en fournissant des services énergétiques (la lumière, par exemple).","4320","1804","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1804","AR5-WG3","ru","Первичная энергия","См. Энергия.","4320","1804","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1804","AR5-WG3","zh","一次能源","见能源。","4320","1804","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1804","SRREN","en","Primary energy {↑ Energy}","(also referred to as energy sources) is the energy embodied in natural resources (e.g., coal, crude oil, natural gas, uranium, and renewable sources). It is defined in several alternative ways. The International Energy Agency utilizes the physical energy content method, which defines primary energy as energy that has not undergone any anthropogenic conversion. The method used in this report is the direct equivalent method (see Annex II), which counts one unit of secondary energy provided from non-combustible sources as one unit of primary energy, but treats combustion energy as the energy potential contained in fuels prior to treatment or combustion. Primary energy is transformed into secondary energy by cleaning (natural gas), refining (crude oil to oil products) or by conversion into electricity or heat. When the secondary energy is delivered at the end-use facilities it is called final energy (e.g., electricity at the wall outlet), where it becomes usable energy in supplying services (e.g., light).",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
