"source","concept_id","report_or_assessment","language","term","definition","alt_labels","is_available","is_fetched","fetch_status","source_endpoint","downloaded_at"
"IPBES","ipbes:25556:42148","Global assessment (1st work programme)","en","wellbeing (human)","A perspective on a good life that comprises access to basic resources, freedom and choice, health and physical, including psychological, well- being, good social relationships, security, equity, peace of mind and spiritual experience. Well-being is achieved when individuals and communities can act meaningfully to pursue their goals and can enjoy a good quality of life. The concept of human well-being is used in many western societies and its variants, together with living in harmony with nature, and living well in balance and harmony with Mother Earth. All these are different perspectives on a good quality of life.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25556:42149","Sustainable use assessment","en","wellbeing (human)","Human well-being is a state in which there is opportunity for satisfying social relationships and where human needs are met, where one can act meaningfully to pursue one's goals and where one enjoys a satisfactory quality of life”.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25558:42153","Sustainable use assessment","en","wild food","Wild foods are food products obtained from non-domesticated species.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25559:42154","Global assessment (1st work programme)","en","wild habitat","See 'Natural habitat'.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25560:42156","Sustainable use assessment","en","wild meat","Wild meat is defined as meat for human consumption derived from wild species.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25561:42157","Pollination assessment","en","wild pollinator","A pollinator that can live without human husbandry. Some may depend on agricultural settings for survival.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25562:42158","Global assessment (1st work programme)","en","wild relative","Wild species related to crops, including crop progenitors.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25562:42158","Sustainable use assessment","en","wild relative","Wild species related to crops, including crop progenitors.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25563:42159","Sustainable use assessment","en","wild species","Wild species refers to populations of any species that have not been domesticated through multigenerational selection for particular traits, and which can survive independently of human intervention that may occur in any environment. This does not imply a complete absence of human management and recognizes various intermediate states between wild and domesticated. This assessment excludes feral and introduced populations.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25564:42160","Sustainable use assessment","en","wild species watching","Wild species watching is defined as a non-extractive practice where humans observe, and in some cases interact, with wild species in their natural environment in a way that does not involve the harvest or removal of any part of the organism. Wild species watching activities vary greatly in the level of wild species involvement, ranging from photographing animals from afar to more invasive practices of habituating, feeding and touching animals (UNEP/CMS, 2006, p. 2006). Wild species watching also is an economically important segment of nature-based tourism.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25565:42161","Global assessment (1st work programme)","en","wilderness","Ecosystems, landscapes and seascapes with a very low degree of human influence, at present with full recognition that they are often inhabited and managed by people, and have been so for centuries or millennia, often at low population densities, and therefore their native biodiversity and ecological and evolutionary processes have not been reconfigured by human drivers to a significant degree. Not all areas designated as wilderness conform to this definition, especially in Europe where abandoned agricultural areas ‘managed’ by ‘wild living’ large herbivores are also called wilderness. Some wilderness areas in the world show transition to cultural landscapes with low human influence.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25565:42161","Sustainable use assessment","en","wilderness","Ecosystems, landscapes and seascapes with a very low degree of human influence, at present with full recognition that they are often inhabited and managed by people, and have been so for centuries or millennia, often at low population densities, and therefore their native biodiversity and ecological and evolutionary processes have not been reconfigured by human drivers to a significant degree. Not all areas designated as wilderness conform to this definition, especially in Europe where abandoned agricultural areas ‘managed’ by ‘wild living’ large herbivores are also called wilderness. Some wilderness areas in the world show transition to cultural landscapes with low human influence.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25566:42162","Global assessment (1st work programme)","en","willingness-to-accept","Estimate of the amount people are prepared to accept in exchange for a certain state or good (e.g. WTA for protection of an endangered species).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25566:42162","Sustainable use assessment","en","willingness-to-accept","Estimate of the amount people are prepared to accept in exchange for a certain state or good (e.g. WTA for protection of an endangered species).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25567:42163","Global assessment (1st work programme)","en","willingness-to-pay","Estimate of the amount people are prepared to pay in exchange for a certain state or good (e.g. WTP for protection of an endangered species).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25567:42163","Sustainable use assessment","en","willingness-to-pay","Estimate of the amount people are prepared to pay in exchange for a certain state or good (e.g. WTP for protection of an endangered species).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25567:69630","Invasive alien species assessment","en","willingness-to-pay","the stated price that an individual would accept to pay for avoiding the loss or the diminution of an environmental service",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25568:42164","Land degradation and restoration assessment","en","woody encroachment","Increasing dominance of shrubs in grasslands and trees in shrublands.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25569:42165","Asia-Pacific assessment","en","world heritage site","A World Heritage Site is a landmark or area which is selected by the United Nations Educational, Scientific and Cultural Organization (UNESCO) as having cultural, historical, scientific or other form of significance, and is legally protected by international treaties. The sites are judged important to the collective interests of humanity.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25570:16920","Africa assessment","en","zoonotic disease","Zoonotic disease or zoonoses are directly transmitted from animals to humans via various routes of transmission (e.g. air - influenza; bites and saliva - rabies).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25570:16920","Asia-Pacific assessment","en","zoonotic disease","Zoonotic disease or zoonoses are directly transmitted from animals to humans via various routes of transmission (e.g. air - influenza; bites and saliva - rabies).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25570:16920","Global assessment (1st work programme)","en","zoonotic disease","Zoonotic disease or zoonoses are directly transmitted from animals to humans via various routes of transmission (e.g. air - influenza; bites and saliva - rabies).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25570:16920","Sustainable use assessment","en","zoonotic disease","Zoonotic disease or zoonoses are directly transmitted from animals to humans via various routes of transmission (e.g. air - influenza; bites and saliva - rabies).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:25570:42169","Americas assessment","en","zoonotic disease","Are directly transmitted from animals to humans via various routes of transmission (e.g. air - influenza; bites and saliva - rabies).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28631:69547","Invasive alien species assessment","en","adaptive governance","refers to flexible and learning-based collaborations and decision-making processes involving both state and nonstate actors, often at multiple levels, with the aim to adaptively negotiate and coordinate management of social–ecological systems and ecosystem services across landscapes and seascapes",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28631:87918","Transformative change assessment","en","adaptive governance","Includes a range of interactions between actors, networks, organizations, and institutions emerging in pursuit of a desired state for social-ecological systems. It goes beyond top-down processes and explicitly requires processes of participatory co-evaluation and bottom-up evaluation, and responds to the uncertainties and complexities associated with global environmental change.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28632:69550","Invasive alien species assessment","en","biocultural community protocol","a biocultural community protocol is a document that is developed after a community under-takes a consultative process to outline their core cultural and spiritual values and customary laws relating to their traditional knowledge and resources",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28633:69551","Invasive alien species assessment","en","biocultural management","actions made in the service of sustaining the biophysical and sociocultural components of dynamic, interacting, and interdependent social–ecological systems",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28634:69553","Invasive alien species assessment","en","biological invasion","a process involving the transport of a native species outside of its natural range, intentionally or unintentionally, by human activities to new regions where it may become established, spread and ultimately adversely impact nature, nature’s contributions to people, and good quality of life",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28635:69555","Invasive alien species assessment","en","biotic facilitation","any interaction where the action of one species has a beneficial effect on another. This includes mutualistic interactions where both the facilitated and facilitator benefit (+/+), those which are commensal (+/0) when the effects of the facilitated on the facilitator are neutral as well as those which are antagonistic (+/?) when the facilitated negatively impact the facilitator. Note that this concept partially overlaps with that of mutualism, ecological engineering and niche construction",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28636:69557","Invasive alien species assessment","en","biotic resistance to invasion","the ability of species in a community to limit the recruitment or invasion of other species (Catford et al., 2009; Levine et al., 2004). It is central to our understanding of how communities at risk of invasion assemble after disturbances, but it has yet to translate into guiding principles for the restoration of invasion-resistant communities",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28637:69558","Invasive alien species assessment","en","bridging organizations","offer a means to improve environmental management outcomes by spanning the science-policy interface to allow for the effective sharing of data, information, and knowledge. Bridging organizations are institutions that use specific mechanisms such as working groups to link and facilitate interactions among individual actors in a management setting.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28638:69559","Invasive alien species assessment","en","casual species","species that do not have self-sustaining populations and which rely on repeated introductions for their persistence i.e., not yet an established species",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28639:69562","Invasive alien species assessment","en","classical biological control","the intentional introduction of an alien species, usually co-evolved, as a biological control agent for permanent establishment and long-term control",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28640:69563","Invasive alien species assessment","en","closed water systems","in the context of management of biological invasions, bodies of water that do not directly or indirectly drain with continuous and intensive flow into an ocean or river, recognizing that no natural systems may be entirely closed (e.g., some inland surface waters and water bodies/freshwater).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28641:69564","Invasive alien species assessment","en","collective action","action taken together by a group of people whose goal is to achieve a common objective. It is a term that is used in many areas of the social sciences including psychology, sociology, anthropology, political science and economics",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28642:69565","Invasive alien species assessment","en","colonization pressure","the number of species introduced or released to a single location, some of which will go on to establish a self-sustaining population and some of which will not",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28643:69566","Invasive alien species assessment","en","connected water systems","in the context of management of biological invasions, bodies of water that are directly or indirectly connected to an ocean or a main river (e.g., cryosphere, shelf ecosystems and coastal areas).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28644:69567","Invasive alien species assessment","en","containment","the application of measures in and around an infested area to prevent spread of invasive alien species. Containment may also apply in the context of keeping an invasive alien species out of a defined geographic region within a broader infestation (in pest management this is also termed area-wide management) (FAO, 2019). Any action taken to delimit the distribution of an invasive alien species through whatever means possible.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28645:69568","Invasive alien species assessment","en","control","direct action(s) taken to reduce or suppress the distribution, abundance, spread and impacts of invasive alien species within a defined geographic area (FAO, 1995) (see management).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28646:69570","Invasive alien species assessment","en","cost-effectiveness analysis","an analytical tool to identify the best activity, process, or intervention that justifies/minimizes resource use to achieve a desired result",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28647:69571","Invasive alien species assessment","en","cryptogenic species","a species, which cannot be reliably demonstrated as being either alien or native",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28648:69572","Invasive alien species assessment","en","dna barcoding","a commonly used molecular method (e.g., for detection of species, revealing species interactions and assessment of diversity of community assemblages) that involves the amplification of a short section of DNA from a specific gene or genes. Recent advances have extended the application of this approach from the identification of individual specimens to identification of multiple specimens within mixed samples through DNA metabarcoding",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28649:69574","Invasive alien species assessment","en","e-commerce","“online ordering, sale, communication and payment, in particular, business to consumer and consumer to consumer transactions but can also be applicable to business-to-business transactions”",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28650:69573","Invasive alien species assessment","en","eco-evolutionary dynamics","reciprocal interactions between ecological and evolutionary processes. Ecological and evolutionary time-scales can be so similar that evolutionary change might be rapid enough to influence ecological dynamics",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28651:69575","Invasive alien species assessment","en","ecosystem-based management","an environmental management approach that recognizes the full array of interactions within an ecosystem, including humans, rather than considering single issues, species, or ecosystem services in isolation",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28652:69576","Invasive alien species assessment","en","eradication","elimination/extirpation of an invasive alien species from a defined geographic area even in the absence of all preventive measures obviating the necessity for further control measures (Dowdle, 1998). The time period after which an invasive alien species can be considered eradicated depends on the species and location.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28653:69578","Invasive alien species assessment","en","established alien species","alien species which produce self-sustaining and viable populations for a given period of time, during which climatic extremes typical for the invaded region are experienced, without direct intervention by humans or despite human intervention",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28654:69580","Invasive alien species assessment","en","feedback loops","processes that either amplify (positive feedback loop) or diminish (negative feedback loop) the effects of a biological invasion. Feedback loops may make the impacts of biological invasions stronger or weaker, starting a chain reaction that repeats again and again. Negative feedback loop: A human-natural feedback that continually stabilizes or reduces ongoing or future biological invasions (also known as a ‘balancing’ feedback loop). Positive feedback loop: A human-natural feedback that continually increases ongoing or future biological invasions (also known as ‘exacerbating’ or ‘reinforcing’ feedback loops)",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28655:69583","Invasive alien species assessment","en","impacts","changes to nature, nature’s contributions to people, and/or the good quality of life (Ricciardi et al., 2013). Impacts can be observed or unobserved. More specifically, impacts to nature (formerly ‘ecological impact’), is defined as a measurable change to the properties of an ecosystem (Ricciardi et al., 2013), and implies that all introduced species can have an impact, even when not yet established or widespread, which may vary in magnitude, simply by integration into the ecosystem.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28657:69584","Invasive alien species assessment","en","information and communication technology","a broader term for Information Technology (IT), which refers to all communication technologies, including the internet, wireless networks, cell phones, computers, software, middleware, video-conferencing, social networking, and other media applications and services enabling users to access, retrieve, store, transmit, and manipulate information in a digital form",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28658:69585","Invasive alien species assessment","en","information systems","infrastructures for organising data and information. As examples, the Global Biodiversity Information Facility (GBIF) and Ocean Biogeographic Information System (OBIS) are international on-line infrastructures for organizing data of species presences in space and time. For examples of invasive alien species information systems see Katsanevakis & Roy (2015) and Latombe et al.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28659:69586","Invasive alien species assessment","en","integrated governance for biological invasions","establishment of relationships between the roles of actors, institutions and instruments, and involving as appropriate all those elements of the socio-ecological system that characterize biological invasion and its management, for the purpose of identifying the strategic interventions needed to improve invasive alien species prevention and control outcomes (definition originated from this assessment, from the thinking on integrated environmental governance).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28660:69588","Invasive alien species assessment","en","integrated policy for biological invasions","an integrated approach to planning and implementing future options to reduce the spread and limit the impact of biological invasions considers the fact that (1) multiple levels of governance are relevant, (2) diverse actors and decision-makers are involved, (3) the invasion process is multi-staged, and (4) drivers of invasion are multiple and interacting",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28661:69589","Invasive alien species assessment","en","introduction pathway","a suite of processes that result in the introduction of a species from one geographical location to another. It means: 1) geographic routes by which a species is moved outside its natural range (past or present); 2) corridors of introduction (e.g., road, canal, tunnel); and/or 3) human activity that gives rise to an intentional or unintentional introduction. More than one vector (see definition of vector below) within a pathway may be involved in a transfer of species",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28662:69590","Invasive alien species assessment","en","invasion cold spot","areas of low alien species richness relative to other regions with similar biogeographic characteristics (O’Donnell et al., 2012). Biodiversity hot spots of diversi?cation and species richness are defined as geographic regions with high diversi?cation rates or high species richness, respectively, while conversely cold spots are geographic regions with low diversi?cation rates or species richness",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28663:69591","Invasive alien species assessment","en","invasion curve","depiction of the different stages of invasive alien species management from prevention to early detection and eradication, containment and adaptive management (Invasive Species Centre, 2021). The curve shows that eradication of an invasive alien species is less probable and more costly as it spreads over time. Choosing a management action relies on where a species is on the invasion curve.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28664:69592","Invasive alien species assessment","en","invasion debts","the potential increase in biological invasions at a site over a particular time frame in the absence of any interventions (Rouget et al., 2016). It is composed of the number of new species that will be introduced (introduction debt), the number of species that will become invasive (species-based invasion debt), the increase in area affected by invasions (area-based invasion debt), and the increase in the negative impacts caused by introduced species (impact-based invasion debt)",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28665:69593","Invasive alien species assessment","en","invasion hotspot","areas of high alien species richness relative to other regions with similar biogeographic characteristics (O’Donnell et al., 2012). Biodiversity hot spots of diversi?cation and species richness are defined as geographic regions with high diversi?cation rates or high species richness, respectively, while conversely cold spots are geographic regions with low diversi?cation rates or species richness",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28666:69594","Invasive alien species assessment","en","invasion stages","stages (transport, introduction, establishment, and spread) that a species must pass through on the invasion continuum from native to (invasive) alien species, recognising the need for a species to overcome the barriers (geography, captivity or cultivation, survival, reproduction, dispersal and environmental) that obstruct transition between each stage",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28667:69595","Invasive alien species assessment","en","invasional meltdown","the amplification of impacts of invasive alien species through community-level processes in which there is a cascade of effects, positive feedback loops, arising from the interactions amongst species, in this case alien species, which ultimately affect ecosystem functions",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28668:69597","Invasive alien species assessment","en","lag phase","the time between when an alien species arrives in a new area and the onset of the phase of rapid, or exponential, increase. Multiple factors are frequently implicated in the persistence or dissolution of the lag phase in biological invasions, including an initial shortage of suitable sites, the absence or shortage of essential mutualists, inadequate genetic diversity, and reduction in competition or predation (due to other alterations in the resident biota)",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28669:69598","Invasive alien species assessment","en","legal personality","any entity that has the ability to conclude and negotiate international agreements in accordance with its external commitments; become a member of international organizations; join international conventions, such as the European Convention on Human Rights, stipulated in Article 6(2) of the Treaty on European Union",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28670:69599","Invasive alien species assessment","en","management","for the purpose of the assessment, any action taken to address the threats, risks, distribution, abundance and impacts of an invasive alien species within a defined geographic area (Hulme, 2006; Pyšek et al., 2020). Management includes prevention, preparedness, eradication, containment, and control",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28670:88375","Nexus assessment","en","management","In the context of nature's contributions to people, involves operational decisions to achieve specific development outcomes, whereas governance refers to the broader processes and institutions through which societies make decisions that affect people and their environment (Armitage et al., 2012). •Adaptive management: The systematic process for improving policy and its implementation under uncertainty, such as by seeking new information to support adaptation (Hasselman, 2017). •Collaborative (co-)management: A form of management with a stronger focus on stakeholder engagement and power sharing (Plummer & Armitage, 2010).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28671:69604","Invasive alien species assessment","en","one biosecurity","interdisciplinary approach to biosecurity policy and research that builds on the interconnections between human, animal, plant, and environmental health to effectively prevent and mitigate the impacts of invasive alien species. It provides an integrated perspective to address the many biosecurity risks that transcend the traditional boundaries of health, agriculture, and the environment. Individual invasive alien plant and animal species often have multiple impacts across sectors: as hosts of zoonotic parasites, vectors of pathogens, pests of agriculture or forestry, as well as threats to biodiversity and ecosystem function",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28672:69606","Invasive alien species assessment","en","pathway management","any action taken (single or via systems approach) towards a particular anthropogenic invasive alien species arrival pathway (e.g., trade) to prevent or address the threats and risks of an invasive alien species arriving and establishing via that pathway either between or within jurisdictions",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28673:69608","Invasive alien species assessment","en","policy regime","constructs that depict the mix of institutional mechanisms that make up the governing arrangements addressing a particular problem (Herrick, 2019), noting that for the purpose of this assessment the term “regime” is used for a governance system, affecting more than one country, for a specific issue area, such as invasive alien species.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28674:69609","Invasive alien species assessment","en","polymerase chain reaction","sometimes called molecular photocopying, the polymerase chain reaction (PCR) is a fast and inexpensive technique used to amplify - copy - small segments of DNA. Because significant amounts of a sample of DNA are necessary for molecular and genetic analyses, studies of isolated pieces of DNA are nearly impossible without PCR amplification",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28675:69610","Invasive alien species assessment","en","precautionary approach","where there are threats of serious or irreversible damage, lack of full scientific certainty shall not be used as a reason for postponing cost-effective measures to prevent environment degradation (Principle 15 of the 1992 Rio Declaration,",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28676:69611","Invasive alien species assessment","en","preparedness (in the context of invasive alien species management)","any policy and/or action undertaken to prepare for the probable arrival of a potential invasive alien species including any preventative or adaptive response activity",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28677:69612","Invasive alien species assessment","en","prevention","for the purpose of this assessment, any policy and/or action/response undertaken to prevent the arrival and/or introduction of alien and invasive alien species, between and within countries and regions. Prevention is generally far more cost-effective and environmentally beneficial than measures taken following introduction and establishment of an invasive alien species",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28679:69614","Invasive alien species assessment","en","range","“the current limits of distribution of a species, accounting for all known, inferred or projected sites of occurrence”",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28680:69617","Invasive alien species assessment","en","risk","probability of the occurrence of a particular adverse event at a specific time and the magnitude of the consequent damage caused, depending on various factors such as exposure to the hazard, the frequency of exposure and the severity of any consequent damage done (FAO, 2011b). The term risk is regarded as a product of three factors: Exposure x Likelihood x Consequence (Kinney & Wiruth, 1976). Exposure results from the introductions, establishment and spread of an alien species, whereas Likelihood is the probability of an alien species affecting nature, nature’s contributions to people, good quality of life and/or the economy, and Consequence is the magnitude of impacts if an introduction event occurs",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28680:88221","Nexus assessment","en","risk","The potential for adverse consequences for human or ecological systems, recognizing the diversity of values and objectives associated with such systems. Relevant adverse consequences include those on lives, livelihoods, health and well-being, economic, social and cultural assets and investments, infrastructure, services (including ecosystem services), ecosystems and species (IPCC, 2022a).",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28681:69618","Invasive alien species assessment","en","safe trade","export of products that are free from invasive alien species",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28682:69619","Invasive alien species assessment","en","sentinel sites or locations","selected locations with heightened levels of detection and effective reporting through concentration of activities on subpopulations to enhance detection and improve cost-effectiveness of invasive alien species surveillance efforts",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28683:69620","Invasive alien species assessment","en","site-based management","programmes that aim to manage the impacts of invasive alien species within a site/area through both implementation of control measures and where necessary restoration (sometimes referred to as asset protection) e.g., within high value protected sites/areas.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28684:69621","Invasive alien species assessment","en","species-led management","invasive alien species management (in all contexts) focused on reducing the threats and impacts of specific or multiple invasive alien species.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
"IPBES","ipbes:28685:69622","Invasive alien species assessment","en","surveillance","actions, including extended programme of surveys and general surveillance (capturing unstructured and untargeted surveillance data and information from a wide range of sources), undertaken in order to directly or indirectly detect the presence of one or many invasive alien species over time.",NA,TRUE,TRUE,"source_csv","data-raw/IPBES/glossary_2026-02-23.csv","2026-05-05"
